
Ari Epsilon,0.781958,0.372458,4.63
Cam Gamma,1.005128,1.244982,4.63
Cas Upsilon2,0.247240,1.032905,4.63
CrB Delta,4.143390,0.454978,4.63
Lac 9,5.922658,0.899635,4.63
Leo 72,2.946130,0.403093,4.63
Leo Chi,2.901683,0.128039,4.63
Nor Iota1,4.204200,-1.008369,4.63
Oph Upsilon,4.310098,-0.146113,4.63
Ori Chi2,1.587901,0.351480,4.63
Per Omega,0.834660,0.691354,4.63
CrA Theta,4.858575,-0.738492,4.64
Lyn 21,1.949155,0.858901,4.64
Oph 66,4.713538,0.076247,4.64
Oph 71,4.744270,0.152435,4.64
Pav Nu,4.849281,-1.086962,4.64
Sco 1,4.149426,-0.449447,4.64
Tau Iota,1.322501,0.376817,4.64
Vul 15,5.240795,0.484392,4.64
And 3,6.039639,0.873576,4.65
Dra 10,3.627805,1.129635,4.65
Eri Tau8,1.019752,-0.429569,4.65
Gem 38,1.809230,0.229996,4.65
Her 69,4.527697,0.650862,4.65
Nor Eta,4.202818,-0.859221,4.65
Oph 20,4.406229,-0.188200,4.65
Ori Pi1,1.286729,0.177165,4.65
Psc Phi,0.321788,0.429065,4.65
Tau Rho,1.194889,0.259084,4.65
Aql Nu,5.089896,0.005910,4.66
Aqr Pi,5.869877,0.024042,4.66
Ari 35,0.713192,0.483582,4.66
CMa 27,1.894788,-0.459938,4.66
Cnc Gamma,2.283262,0.374698,4.66
Dra Omicron,4.935798,1.036522,4.66
Eri Tau9,1.046870,-0.419165,4.66
Mon 15,1.749598,0.172710,4.66
Peg Psi,6.273404,0.438800,4.66
Psc Chi,0.311774,0.367125,4.66
UMa 83,3.581147,0.954375,4.66
Vir Chi,3.312839,-0.139549,4.66
Vir Pi,3.145403,0.115439,4.66
Cet Chi,0.478155,-0.186513,4.67
Cyg Pi1,5.681461,0.893429,4.67
Her 93,4.712636,0.292357,4.67
Lep Theta,1.597653,-0.260670,4.67
Lup Psi1,4.100506,-0.600602,4.67
Mic Gamma,5.503423,-0.563004,4.67
Per 34,0.913542,0.864093,4.67
UMa Tau,2.403835,1.108522,4.67
Aps Delta1,4.277569,-1.373501,4.68
CMa Pi,1.813499,-0.351446,4.68
Cap Epsilon,5.659579,-0.339748,4.68
Del Zeta,5.390049,0.256113,4.68
Dra Sigma,5.115386,1.215816,4.68
Mon 28,2.099726,-0.024304,4.68
Ori 11,1.328930,0.268853,4.68
Sct Zeta,4.815618,-0.155931,4.68
Aqr 66,5.949777,-0.328650,4.69
Aqr 89,6.064641,-0.391957,4.69
Aqr Omicron,5.774051,-0.037617,4.69
Aqr Xi,5.662510,-0.137081,4.69
Cru Iota,3.340698,-1.064321,4.69
Cyg Phi,5.146001,0.526275,4.69
Equ Gamma,5.542911,0.176831,4.69
For Nu,0.543190,-0.511328,4.69
Hyi Eta2,0.501499,-1.180667,4.69
Ind Epsilon,5.774247,-0.991105,4.69
Pyx Lambda,2.457445,-0.503246,4.69
Sgr Gamma1,4.734300,-0.516268,4.69
Tau Pi,1.163291,0.256801,4.69
Tau Sigma2,1.218567,0.277822,4.69
Vir 74,3.542866,-0.109185,4.69
CVn 24,3.553730,0.855493,4.7
Cet Lambda,0.784155,0.155465,4.7
Crt Theta,3.039847,-0.171081,4.7
Hya Omicron,3.055257,-0.606410,4.7
Leo Pi,2.618925,0.140397,4.7
Per Pi,0.779995,0.692246,4.7
Sct Gamma,4.839791,-0.254222,4.7
Sgr Omega,5.217836,-0.459012,4.7
And 65,0.635402,0.877527,4.71
Aql Xi,5.210891,0.147679,4.71
Aqr 101,6.166583,-0.365026,4.71
Aur Lambda,1.392518,0.699862,4.71
Cas Chi,0.409854,1.033792,4.71
LMi 37,2.786942,0.558088,4.71
Mic Epsilon,5.576058,-0.561516,4.71
Ori 31,1.438733,-0.019063,4.71
Per 52,1.112160,0.706572,4.71
Phe Iota,6.174437,-0.743772,4.71
UMa Omega,2.853519,0.753808,4.71
Cru Theta2,3.160442,-1.102447,4.72
Dor Zeta,1.333039,-1.003089,4.72
Lup Pi,3.949331,-0.821197,4.72
Mus Mu,3.090273,-1.166137,4.72
Nor Delta,4.217108,-0.788423,4.72
Pup 19,2.143577,-0.225618,4.72
Pyx Theta,2.449977,-0.453184,4.72
Ret Kappa,0.913585,-1.098467,4.72
Sct Delta,4.896841,-0.157996,4.72
Aqr Mu,5.465731,-0.156789,4.73
CVn 20,3.479932,0.708124,4.73
Cap Kappa,5.683919,-0.329281,4.73
Cas Lambda,0.138637,0.951592,4.73
Cen 4,3.635557,-0.557245,4.73
Cep 9,5.663244,1.083534,4.73
Crt Zeta,3.075110,-0.320282,4.73
Cyg Mu1,5.690399,0.501656,4.73
Eri 17,0.918996,-0.088580,4.73
Oph 41,4.523072,-0.007772,4.73
Ori 22,1.403950,-0.006676,4.73
Sco Zeta1,4.424388,-0.739360,4.73
Aur Upsilon,1.531701,0.651105,4.74
Cas Psi,0.374955,1.189093,4.74
Com 11,3.231986,0.310543,4.74
Cyg 59,5.497031,0.829400,4.74
Cyg 8,5.112818,0.601319,4.74
LMi 30,2.731069,0.589853,4.74
Leo 61,2.887771,-0.043367,4.74
Lib Kappa,4.110018,-0.343461,4.74
Ori Omicron1,1.276417,0.248719,4.74
Vir 61,3.483699,-0.319594,4.74
Ari Gamma2,0.495368,0.336737,4.75
Boo Iota,3.735725,0.896527,4.75
Cep Omicron,6.102653,1.188773,4.75
Cet Sigma,0.663603,-0.266071,4.75
CrA Zeta,4.987780,-0.734701,4.75
Eri Tau2,0.746296,-0.366592,4.75
Hyi Nu,0.743838,-1.310165,4.75
Lup Psi2,4.113232,-0.605813,4.75
Aur Chi,1.451801,0.561855,4.76
Boo 44,3.943528,0.831727,4.76
Cap Nu,5.326149,-0.222689,4.76
Cet Phi1,0.192815,-0.185170,4.76
CrB Tau,4.227936,0.636885,4.76
Her Upsilon,4.201000,0.803491,4.76
Pav Phi1,5.391235,-1.057350,4.76
Peg 56,6.052424,0.444506,4.76
Psc Upsilon,0.346739,0.475849,4.76
Ser Rho,4.150677,0.366131,4.76
Sgr 4,4.711487,-0.415670,4.76
UMa Rho,2.367299,1.180361,4.76
Vir 69,3.523180,-0.278792,4.76
Ara Lambda,4.626839,-0.862464,4.77
Cet 20,0.231292,-0.019969,4.77
Dra 45,4.854524,0.995633,4.77
Hya 51,3.765970,-0.484397,4.77
Leo 87,3.012067,-0.052423,4.77
Mon 17,1.777312,0.140276,4.77
Phe Lambda1,0.137081,-0.851784,4.77
Sco Xi,4.207851,-0.198497,4.77
Vul 1,5.044947,0.373331,4.77
Aps Zeta,4.546539,-1.182819,4.78
Aur 2,1.276854,0.640589,4.78
Cap Rho,5.361913,-0.310906,4.78
Com 36,3.398694,0.303852,4.78
Cyg 57,5.468320,0.774703,4.78
Oct Theta,0.006960,-1.345053,4.78
Ori 56,1.537810,0.032376,4.78
UMa 55,2.963271,0.666464,4.78
Ant Theta,2.549061,-0.484668,4.79
Ari Lambda,0.514559,0.411830,4.79
Aur Psi2,1.742413,0.741571,4.79
Cep 24,5.802376,1.262591,4.79
Eri 32,1.022290,-0.051570,4.79
Eri 64,1.308692,-0.218821,4.79
Gru Mu1,5.827720,-0.721635,4.79
Hya 26,2.442472,-0.209003,4.79
Leo 40,2.704104,0.339830,4.79
Peg 35,5.881141,0.081953,4.79
Peg Omicron,5.941784,0.511512,4.79
Sco 22,4.320592,-0.438339,4.79
Vir Psi,3.378754,-0.166485,4.79
CVn 5,3.246421,0.899931,4.8
Cas Xi,0.183543,0.881609,4.8
Com 41,3.434713,0.482142,4.8
Dra Omega,4.611822,1.200054,4.8
Eri Zeta,0.854484,-0.153933,4.8
Hya 27,2.445570,-0.166781,4.8
Mus Eta,3.469925,-1.184982,4.8
Ori 49,1.478665,-0.125892,4.8
Peg Chi,0.063719,0.352673,4.8
Tau Delta2,1.152339,0.304453,4.8
UMa Sigma2,2.401515,1.171722,4.8
Vir Sigma,3.480208,0.095465,4.8
Boo 34,3.854661,0.462997,4.81
Boo Omega,3.936190,0.436473,4.81
Com 12,3.239789,0.451100,4.81
Com 23,3.293662,0.394953,4.81
Cyg 34,5.313597,0.663802,4.81
Eri Psi,1.315273,-0.125208,4.81
Oph 51,4.587671,-0.418229,4.81
Peg 32,5.852620,0.494461,4.81
Pic Delta,1.615731,-0.959383,4.81
Scl Eta,0.121860,-0.576085,4.81
Sco Iota2,4.669570,-0.699712,4.81
Sgr 21,4.822999,-0.358520,4.81
Tuc Nu,5.903583,-1.081794,4.81
Vir Phi,3.788244,-0.038887,4.81
And 58,0.560636,0.660767,4.82
Aqr 104,6.203613,-0.310955,4.82
Aqr Sigma,5.893308,-0.186367,4.82
CVn 25,3.566842,0.633467,4.82
CrB Kappa,4.150531,0.622341,4.82
Dra 42,4.825770,1.144301,4.82
Dra Upsilon,4.949746,1.244371,4.82
Her 52,4.403626,0.802561,4.82
Her 68,4.526184,0.577704,4.82
Lup Pi,3.949331,-0.821197,4.82
Mic Theta1,5.588370,-0.712264,4.82
Oph 30,4.455215,-0.073697,4.82
Ori 15,1.351321,0.272223,4.82
Ser Sigma,4.285103,0.017962,4.82
Tau 139,1.562048,0.452981,4.82
UMi 4,3.703800,1.353459,4.82
Vul 29,5.404070,0.370029,4.82
And 60,0.581289,0.771988,4.83
And Omega,0.382474,0.792496,4.83
Ari Gamma1,0.495368,0.336776,4.83
Boo 12,3.710563,0.437932,4.83
Boo Zeta,3.844735,0.239605,4.83
CMa 15,1.804445,-0.352978,4.83
Cas Upsilon1,0.239990,1.029269,4.83
Cet Kappa1,0.869879,0.058822,4.83
Col Omicron,1.385290,-0.609037,4.83
Crt Epsilon,2.987175,-0.189533,4.83
Cyg 30,5.294020,0.817090,4.83
Dor Theta,1.369022,-1.172604,4.83
Dra 18,4.367330,1.127294,4.83
Sct Eta,4.961367,-0.102034,4.83
Ser Pi,4.198804,0.398013,4.83
Sgr 60,5.231421,-0.457199,4.83
Sgr Nu1,4.948750,-0.396975,4.83
UMa 18,2.426829,0.942861,4.83
And Gamma2,0.540667,0.738812,4.84
Cap Eta,5.517008,-0.346535,4.84
Cet Epsilon,0.696226,-0.207209,4.84
Cyg 55,5.449522,0.804844,4.84
Her 29,4.331056,0.200504,4.84
Hyi Zeta,0.722319,-1.180133,4.84
Leo 58,2.882237,0.063137,4.84
Lyn 27,2.131294,0.898961,4.84
Peg Nu,5.784370,0.088289,4.84
Psc Mu,0.393506,0.107231,4.84
Tau 47,1.108022,0.161681,4.84
UMa 36,2.751628,0.977045,4.84
And 8,6.098813,0.855478,4.85
Cas 1,6.050249,1.037070,4.85
Cen Xi1,3.418896,-0.864413,4.85
Cet 56,0.509069,-0.393169,4.85
CrB Xi,4.285205,0.539166,4.85
Gru Eta,5.958692,-0.933756,4.85
Gru Rho,5.949391,-0.722818,4.85
Per 53,1.141242,0.811559,4.85
Sgr Psi,5.041994,-0.440812,4.85
Vir Xi,3.077386,0.144135,4.85
Aur Mu,1.367589,0.671680,4.86
Boo 20,3.751382,0.284610,4.86
Boo 31,3.846909,0.142448,4.86
Cet Nu,0.680133,0.097622,4.86
Cir Epsilon,4.003996,-1.110214,4.86
Oph 74,4.803444,0.058944,4.86
Psc 27,6.277397,-0.062066,4.86
Sgr 56,5.176479,-0.344896,4.86
Tau 126,1.489180,0.288571,4.86
Tau 132,1.522872,0.428784,4.86
Tuc Kappa,0.330602,-1.202115,4.86
Cas Tau,6.226717,1.023670,4.87
Col Lambda,1.540755,-0.589946,4.87
CrA Epsilon,4.968618,-0.647648,4.87
Dra Nu2,4.591379,0.962951,4.87
Eri 39,1.110008,-0.179008,4.87
Lyn 12,1.772535,1.037453,4.87
Oph 58,4.640089,-0.378446,4.87
Tel Lambda,4.967476,-0.923953,4.87
Tri Delta,0.598008,0.597324,4.87
UMa Xi,2.959126,0.550288,4.87
And Xi,0.359276,0.794629,4.88
Cas Sigma,6.278858,0.973108,4.88
Dra Nu1,4.590987,0.963145,4.88
Eri 15,0.865545,-0.392898,4.88
Gem 81,2.033847,0.323060,4.88
Hya 9,2.276440,-0.278264,4.88
Lac 10,5.930898,0.681556,4.88
Lib 48,4.180893,-0.249223,4.88
Pav Rho,5.399998,-1.073901,4.88
Tau 114,1.429577,0.382872,4.88
Vir Rho,3.324350,0.178644,4.88
Aql 70,5.396238,-0.044506,4.89
Ari Zeta,0.850419,0.367295,4.89
Cas Nu,0.213083,0.889565,4.89
Cet 6,0.049153,-0.269968,4.89
Cet Rho,0.636827,-0.214511,4.89
Cyg 15,5.167382,0.651958,4.89
Dra 19,4.433260,1.136815,4.89
Ind Zeta,5.451900,-0.806812,4.89
Pyx Delta,2.336669,-0.483141,4.89
Pyx Zeta,2.267655,-0.515939,4.89
Aur 63,1.883450,0.686273,4.9
Cet 46,0.373588,-0.254799,4.9
Com 35,3.374143,0.370795,4.9
Com 37,3.404592,0.537300,4.9
Cyg 72,5.649529,0.672548,4.9
For Omega,0.671275,-0.492750,4.9
Gem Omicron,2.003485,0.603608,4.9
Her 42,4.357862,0.853961,4.9
Lyn 16,1.822204,0.787042,4.9
Mic Alpha,5.454016,-0.589567,4.9
Peg Rho,6.000566,0.153865,4.9
Sct Epsilon,4.902288,-0.144431,4.9
Tel Iota,5.127850,-0.839489,4.9
Aps Eta,3.744735,-1.413852,4.91
Aql 69,5.365360,-0.050362,4.91
Aur Psi1,1.679436,0.860239,4.91
Boo 6,3.620307,0.371130,4.91
Cha Epsilon,3.139942,-1.365230,4.91
Eri 45,1.186293,-0.000766,4.91
Her 60,4.474057,0.222369,4.91
Hya Phi3,2.786345,-0.294553,4.91
Lup 1,3.990790,-0.550113,4.91
Ori 51,1.494336,0.025739,4.91
Per 12,0.707942,0.701516,4.91
Tau 134,1.525192,0.220804,4.91
TrA Zeta,4.313007,-1.223204,4.91
Vul 30,5.431792,0.441054,4.91
Cyg Psi,5.216920,0.915231,4.92
Lib Delta,3.931238,-0.148683,4.92
Mon 20,1.877225,-0.073953,4.92
PsA Tau,5.803860,-0.568076,4.92
Sco Beta2,4.212534,-0.345609,4.92
Boo 45,3.958850,0.434049,4.93
CrA Gamma,5.002194,-0.646877,4.93
Cyg 28,5.277119,0.642974,4.93
Hor Delta,1.094511,-0.732927,4.93
Lep 17,1.592547,-0.287708,4.93
Lyr Lambda,4.974254,0.561046,4.93
Mon 27,2.093239,-0.064223,4.93
Peg 78,6.213336,0.512458,4.93
Per 24,0.781304,0.614060,4.93
Per 54,1.136253,0.603302,4.93
UMa 78,3.406577,0.983779,4.93
And Tau,0.438863,0.708201,4.94
Aur Omega,1.305754,0.661310,4.94
Boo Pi1,3.842895,0.286554,4.94
Cas Pi,0.189666,0.820736,4.94
Cet 3,0.019642,-0.183424,4.94
Com 31,3.367169,0.480673,4.94
Cyg 22,5.217931,0.671719,4.94
Dra 6,3.293145,1.222113,4.94
Gem Chi,2.109747,0.485100,4.94
Hya 54,3.865912,-0.444065,4.94
Hya Chi1,2.903057,-0.476363,4.94
Lac 15,5.986625,0.755946,4.94
Lib 11,3.887794,-0.040128,4.94
Lib Epsilon,4.032576,-0.180157,4.94
Nor Kappa,4.247601,-0.953483,4.94
Nor Mu,4.337507,-0.768735,4.94
Psc Kappa,6.138905,0.021914,4.94
Sco Psi,4.241150,-0.175653,4.94
Tau 109,1.393107,0.385655,4.94
Tau Omega2,1.122509,0.359165,4.94
Tel Xi,5.268218,-0.922945,4.94
Tri 6,0.577580,0.528888,4.94
Vir 78,3.552320,0.063860,4.94
And Psi,6.222251,0.810187,4.95
Aql Kappa,5.135159,-0.122653,4.95
Aql Rho,5.298281,0.265246,4.95
Com 14,3.256792,0.475922,4.95
Com 7,3.212897,0.417924,4.95
Cyg Omega1,5.367142,0.854368,4.95
Dra 4,3.272980,1.207787,4.95
Her 106,4.800957,0.383299,4.95
Hya Psi,3.442902,-0.403486,4.95
Leo Tau,3.001690,0.049849,4.95
Mon 3,1.578825,-0.184971,4.95
Ori 69,1.623396,0.281531,4.95
Ori Psi1,1.416975,0.032226,4.95
Per 32,0.878955,0.756241,4.95
Tau Phi,1.136013,0.477362,4.95
UMi Eta,4.265170,1.322179,4.95
Vul 12,5.197016,0.394619,4.95
Her 95,4.718963,0.376914,4.96
Lib 42,4.102753,-0.415703,4.96
Phe Nu,0.328056,-0.794673,4.96
Sgr 43,5.051136,-0.330793,4.96
Tel Delta1,4.850954,-0.801368,4.96
UMi Theta,4.064065,1.350002,4.96
Vir 16,3.230386,0.057814,4.96
Col Xi,1.551154,-0.647881,4.97
Cyg 2,5.079461,0.516991,4.97
Cyg 29,5.299401,0.642393,4.97
Gem Phi,2.066019,0.467152,4.97
Her 104,4.764327,0.548125,4.97
Hya 52,3.788121,-0.514727,4.97
Hya Omega,2.382258,0.088876,4.97
Leo Xi,2.495581,0.197217,4.97
Per 40,0.970294,0.592801,4.97
Ret Iota,1.052884,-1.066028,4.97
Tau 75,1.171290,0.285531,4.97
Vir 89,3.620998,-0.316501,4.97
And Chi,0.433496,0.774684,4.98
Aqr Psi3,6.104122,-0.167741,4.98
Ari 14,0.564709,0.452734,4.98
CMa 29,1.914066,-0.428633,4.98
Cas 4,6.129764,1.087040,4.98
Cas Phi,0.349422,1.016334,4.98
Dra 39,4.816709,1.026263,4.98
Hya 6,2.269037,-0.217735,4.98
Lyn 1,1.648958,1.073644,4.98
Peg 72,6.169535,0.546729,4.98
Ser Theta2,4.957797,0.073338,4.98
Sgr 11,4.763542,-0.413662,4.98
Vir 70,3.527441,0.240487,4.98
Aur Sigma,1.416567,0.652501,4.99
Aur Xi,1.548311,0.972270,4.99
CMi Epsilon,1.944508,0.161899,4.99
Cas Omega,0.506145,1.198784,4.99
CrA Gamma,5.002194,-0.646877,4.99
CrB Iota,4.195088,0.521000,4.99
Cyg 17,5.176763,0.588661,4.99
Dra 54,5.034926,1.007142,4.99
Hor Beta,0.780148,-1.118257,4.99
Leo 59,2.883051,0.106489,4.99
Lyn 24,2.020248,1.024688,4.99
Mon 19,1.845308,-0.073987,4.99
Nor Gamma1,4.263032,-0.873857,4.99
PsA Upsilon,5.796384,-0.594178,4.99
Pup 20,2.152573,-0.275558,4.99
Sgr Nu2,4.952888,-0.395690,4.99
Tau 111,1.415564,0.303396,4.99
UMa 56,2.979393,0.758918,4.99
Aqr Omega1,6.194981,-0.248215,5
Aur 9,1.338129,0.900551,5
CMa Mu,1.815622,-0.245107,5
Com 16,3.259351,0.468194,5
Cyg 68,5.578305,0.766999,5
Dra 15,4.310891,1.200229,5
For Delta,0.969741,-0.557429,5
Gem 51,1.890941,0.282026,5
Her Kappa,4.224024,0.297525,5
Leo 10,2.518561,0.119308,5
Lup Nu1,4.023588,-0.836498,5
Ori 23,1.408626,0.061862,5
Sge Zeta,5.187897,0.334095,5
Tau 104,1.341504,0.325417,5
Tuc Eta,6.272655,-1.122218,5
Vul 9,5.125079,0.345110,5
Aql 26,5.063847,-0.094524,5.01
Boo 9,3.650225,0.479825,5.01
Cyg 74,5.659012,0.705351,5.01
Dor Eta2,1.619884,-1.144752,5.01
Gem 65,1.962674,0.487228,5.01
Hyi Kappa,0.623395,-1.285362,5.01
Lyr 16,4.980472,0.819165,5.01
Peg 31,5.853478,0.213022,5.01
PsA Theta,5.706078,-0.539278,5.01
Scl Zeta,0.010174,-0.518717,5.01
Vir 82,3.584964,-0.151897,5.01
Vul 32,5.474051,0.489696,5.01
Aql 4,4.908004,0.035954,5.02
Aur 14,1.376221,0.570509,5.02
Aur Psi4,1.758783,0.777098,5.02
Aur Psi7,1.792300,0.729223,5.02
Boo Nu1,4.061948,0.712671,5.02
Boo Nu2,4.065672,0.713830,5.02
CVn 6,3.254377,0.681003,5.02
Col Theta,1.603638,-0.650188,5.02
Com 24,3.294876,0.320738,5.02
Dra 30,4.664705,0.886298,5.02
Oph Rho,4.300433,-0.409231,5.02
Pav Omicron,5.556001,-1.223936,5.02
Sgr 61,5.227043,-0.270376,5.02
UMi 11,4.001596,1.253563,5.02
And 22,0.045037,0.804112,5.03
And 41,0.296771,0.766932,5.03
Aql 36,5.107982,-0.048675,5.03
Aqr Kappa,5.924331,-0.073793,5.03
Ari Kappa,0.552244,0.395288,5.03
Aur 19,1.396329,0.592680,5.03
Cep 16,5.756314,1.277232,5.03
Cyg 20,5.195096,0.924816,5.03
Dra 36,4.773025,1.123944,5.03
Eri 60,1.266207,-0.283044,5.03
Gem 57,1.935025,0.437215,5.03
Lib Lambda,4.159709,-0.351984,5.03
Mon 2,1.566746,-0.166824,5.03
Per 31,0.868854,0.874323,5.03
Pic Eta2,1.330668,-0.865295,5.03
Sgr Chi1,5.084471,-0.427756,5.03
Tau 79,1.173021,0.227722,5.03
Tri 10,0.606284,0.499906,5.03
UMa 46,2.861206,0.584807,5.03
Cep Lambda,5.809816,1.036978,5.04
Cha Kappa,3.162428,-1.335511,5.04
Cyg 56,5.454510,0.768982,5.04
Dra 35,4.666356,1.343254,5.04
Dra 46,4.898405,0.969346,5.04
Her 30,4.313763,0.730973,5.04
Her 51,4.414614,0.430335,5.04
Her 99,4.743041,0.533407,5.04
Ori 74,1.642544,0.214191,5.04
Peg 14,5.715277,0.526639,5.04
Per 4,0.533642,0.950986,5.04
Psc 19,6.223808,0.060854,5.04
Pup 4,2.033083,-0.254188,5.04
Vir 53,3.456006,-0.282719,5.04
Vul 28,5.404114,0.420906,5.04
Cae Beta,1.230712,-0.648293,5.05
Cam 3,1.221345,0.926416,5.05
Cyg 26,5.241922,0.874492,5.05
Del Kappa,5.406725,0.176036,5.05
Dra 27,4.590063,1.189180,5.05
Gem 64,1.960616,0.490753,5.05
Gem 74,2.004845,0.308482,5.05
Ind Iota,5.460706,-0.900735,5.05
Mus Iota1,3.512991,-1.307038,5.05
Psc 7,6.110150,0.093923,5.05
Sex Gamma,2.585298,-0.141459,5.05
Tel Eta,5.073898,-0.949871,5.05
UMa 47,2.877466,0.705641,5.05
Aps Epsilon,3.762835,-1.398164,5.06
Aqr Chi,6.094901,-0.134856,5.06
Cet 94,0.841132,-0.020876,5.06
Dor Nu,1.608917,-1.201543,5.06
Her 98,4.738707,0.387793,5.06
Hya Kappa,2.532066,-0.250144,5.06
Lyr Epsilon1,4.905859,0.692372,5.06
Mon 10,1.692795,-0.083116,5.06
Peg 77,6.210638,0.180317,5.06
Psc 47,0.122384,0.312293,5.06
Ser 5,4.011261,0.030810,5.06
Sgr 55,5.159710,-0.281415,5.06
Aur Phi,1.429636,0.601717,5.07
Cae Delta,1.181741,-0.784593,5.07
CrB Zeta2,4.098811,0.639416,5.07
Hyi Lambda,0.212014,-1.307659,5.07
Leo 6,2.495646,0.169573,5.07
Oph 36,4.517552,-0.464282,5.07
Psc 64,0.213708,0.295668,5.07
Sco Xi,4.207851,-0.198497,5.07
Tau 30,0.996023,0.194488,5.07
Tau Sigma1,1.218036,0.275757,5.07
Tel Delta2,4.852161,-0.798614,5.07
Vul 17,5.266051,0.412150,5.07
Aqr 94,6.104776,-0.234902,5.08
Cam 11,1.335795,1.029264,5.08
Cap Mu,5.730338,-0.236521,5.08
Cep 31,5.915655,1.285314,5.08
Dra 17,4.346866,0.923706,5.08
Hya 44,2.766412,-0.414433,5.08
Hya 50,3.720897,-0.475796,5.08
LMi 41,2.807435,0.404713,5.08
Lac 13,5.951973,0.729882,5.08
Leo 48,2.769838,0.121363,5.08
Ori 27,1.415818,-0.015558,5.08
Ori Theta2,1.463379,-0.094529,5.08
Peg 16,5.729320,0.452477,5.08
Peg 66,6.122077,0.214918,5.08
Peg Phi,6.250409,0.333712,5.08
Sgr Xi1,4.962589,-0.360522,5.08
UMa 49,2.883458,0.684382,5.08
Aql 18,5.004630,0.193232,5.09
Ari Tau2,0.884678,0.362015,5.09
Cap 46,5.694159,-0.158520,5.09
Cir Delta,4.000927,-1.063909,5.09
Crt Lambda,2.981742,-0.327773,5.09
Men Alpha,1.615477,-1.304687,5.09
Sex Beta,2.750166,-0.011117,5.09
Tau 28,1.000015,0.421264,5.09
TrA Kappa,4.169126,-1.197349,5.09
Tuc Beta3,0.142812,-1.100100,5.09
And 2,6.032752,0.746264,5.1
Aql 23,5.055092,0.018942,5.1
Aqr 25,5.670378,0.039158,5.1
Ari Iota,0.512043,0.310974,5.1
Cap Upsilon,5.410739,-0.316578,5.1
Com 6,3.211420,0.260035,5.1
Gem 56,1.928356,0.356808,5.1
Gru Mu2,5.831334,-0.726537,5.1
Her 101,4.751143,0.349856,5.1
Oct Epsilon,5.846962,-1.403938,5.1
Psc 29,0.007956,-0.052840,5.1
Sge Eta,5.258495,0.348911,5.1
Tau 97,1.271363,0.328815,5.1
UMa 44,2.851759,0.952688,5.1
Aql Omicron,5.196834,0.181786,5.11
Cep 19,5.782050,1.086991,5.11
Cha Zeta,2.504053,-1.412694,5.11
Cir Theta,3.912737,-1.095732,5.11
CrB Mu,4.080798,0.680853,5.11
Cyg 75,5.673127,0.755272,5.11
Cyg Beta2,5.108382,0.488086,5.11
Dor Epsilon,1.526698,-1.167645,5.11
Eri 47,1.196394,-0.143665,5.11
Hor Mu,0.801164,-1.042621,5.11
Mic Iota,5.447551,-0.767746,5.11
Mic Nu,5.383984,-0.776953,5.11
Oct Gamma1,6.248744,-1.431500,5.11
Oph 36,4.517567,-0.464306,5.11
Per 21,0.773566,0.557356,5.11
Per 42,1.001572,0.577554,5.11
Phe Phi,0.499019,-0.741712,5.11
PsA Pi,6.036643,-0.606492,5.11
Pup 12,2.090446,-0.406846,5.11
Ser 36,4.150655,-0.053940,5.11
Aql 37,5.127436,-0.184312,5.12
Boo Epsilon,3.861483,0.472548,5.12
Cam 43,1.805121,1.202328,5.12
Cet 48,0.390961,-0.377505,5.12
Cnc 8,2.116539,0.228953,5.12
Com 27,3.345120,0.289332,5.12
Cyg 19,5.194827,0.675835,5.12
Dra 53,5.025130,0.992380,5.12
Eri 66,1.338500,-0.081245,5.12
Eri 68,1.347074,-0.077774,5.12
Her 107,4.804091,0.503877,5.12
Her 5,4.194193,0.310989,5.12
Her 70,4.541798,0.427596,5.12
Her 87,4.663607,0.447202,5.12
Lup Xi1,4.175228,-0.592825,5.12
Lyr Mu,4.818112,0.689531,5.12
Pav Phi2,5.410710,-1.056777,5.12
Peg 57,6.062947,0.151446,5.12
Tau 66,1.151328,0.165123,5.12
UMa 38,2.801006,1.146967,5.12
Aqr 47,5.853805,-0.376962,5.13
Aur 65,1.928778,0.641593,5.13
Cen Omicron1,3.018409,-1.037462,5.13
Cet 37,0.324631,-0.138283,5.13
CrA Lambda,4.903423,-0.668873,5.13
Dra 59,5.014171,1.336234,5.13
Mon 25,1.995253,-0.071752,5.13
Ori Theta1,1.462913,-0.094068,5.13
Phe Pi,6.278517,-0.920588,5.13
UMa 16,2.418779,1.072039,5.13
CMi Zeta,2.058180,0.030839,5.14
Cam 42,1.793115,1.179353,5.14
Cnc Chi,2.181945,0.475040,5.14
Cnc Xi,2.397028,0.384768,5.14
Cyg 23,5.206710,1.003976,5.14
Del Gamma1,5.439515,0.281425,5.14
Dor Lambda,1.423847,-1.028217,5.14
For Phi,0.645895,-0.590115,5.14
Gem Pi,2.039875,0.583211,5.14
LMi 19,2.607893,0.716555,5.14
Lyr Epsilon2,4.906041,0.691378,5.14
Nor Theta,4.255353,-0.826801,5.14
Ori 64,1.585872,0.343665,5.14
Pav Omega,4.968109,-1.050698,5.14
Phe Chi,0.531046,-0.780400,5.14
Tau 4,0.918080,0.197857,5.14
UMa Sigma1,2.392817,1.167160,5.14
Vir Upsilon,3.750458,-0.039541,5.14
Aql 21,5.034017,0.040031,5.15
Ara Mu,4.643208,-0.904677,5.15
CVn 21,3.482986,0.867114,5.15
Cen Omicron2,3.018605,-1.038747,5.15
Cyg 4,5.088297,0.633865,5.15
